sln,car_brand,car_model,car_country,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_engine_hp,car_engine_capacity,car_age,car_price
274,Kia,Sportage    ,KR,Astrakhan,gasoline,automatic,4WD,148000,150,2,14,1450000
275,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,73918,123,1.6,6,1470000
276,Nissan,Note    ,JP,Astrakhan,gasoline,CVT,FWD,113000,98,1.2,7,1700000
277,Honda,Fit    ,JP,Astrakhan,gasoline,CVT,FWD,249201,86,1.3,22,550000
278,Kia,Spectra    ,KR,Astrakhan,gasoline,manual,FWD,293000,101,1.6,18,340000
279,Jetour,X70 Coupe   ,CN,Astrakhan,gasoline,robot,FWD,1000,156,1.5,2,2350000
280,Chevrolet,Niva    ,USA,Astrakhan,gasoline,manual,4WD,63000,80,1.7,7,945000
281,GAZ,3102 Volga   ,RUS,Chita,gasoline,manual,RWD,200000,131,2.3,19,225000
282,GAZ,3102 Volga   ,RUS,Chita,gasoline,manual,RWD,200000,105,2.4,27,75000
283,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,280000,167,2.4,14,1239999
284,Kia,Optima    ,KR,Astrakhan,gasoline,automatic,FWD,135000,150,2,7,1970000
285,Great,Wall Hover M2  ,CN,Astrakhan,gasoline,manual,FWD,147000,99,1.5,11,759000
286,Hyundai,ix35    ,KR,Astrakhan,gasoline,automatic,FWD,50000,150,2,9,1945000
287,GAZ,3102 Volga   ,RUS,Yakutsk,gasoline,manual,RWD,250000,137,2.4,17,230000
288,Nissan,Tiida Latio   ,JP,Astrakhan,gasoline,automatic,FWD,290000,109,1.5,19,650000
289,Nissan,Expert    ,JP,Astrakhan,gasoline,automatic,FWD,487000,125,1.8,22,190000
290,Toyota,Vista    ,JP,Astrakhan,diesel,automatic,FWD,273000,91,2,31,270000
291,Toyota,Cresta    ,JP,Astrakhan,gasoline,automatic,RWD,200000,130,2,38,220000
292,GAZ,31029 Volga   ,RUS,Astrakhan,gasoline,manual,RWD,96000,100,2.4,28,85000
293,Mitsubishi,Galant    ,JP,Astrakhan,gasoline,manual,FWD,413556,90,1.8,34,299000
294,Honda,City    ,JP,Astrakhan,gasoline,CVT,FWD,230000,88,1.5,20,420000
295,GAZ,31029 Volga   ,RUS,Barnaul,gasoline,manual,RWD,100000,90,2.4,45,60000
296,BMW,X6    ,DE,Astrakhan,gasoline,automatic,4WD,165470,407,4.4,16,1395000
297,Nissan,Almera    ,JP,Astrakhan,gasoline,manual,FWD,200000,98,1.5,20,290000
298,Mazda,Mazda3    ,JP,Astrakhan,gasoline,automatic,FWD,184900,105,1.6,15,980000
299,GAZ,31029 Volga   ,RUS,Irkutsk,gasoline,manual,RWD,545618,90,2.4,28,83000
300,Chevrolet,Monza    ,USA,Astrakhan,gasoline,robot,FWD,46,113,1.5,1,2050000
301,Toyota,Raize    ,JP,Astrakhan,gasoline,CVT,FWD,31500,98,1,4,2200000
302,Kia,Rio    ,KR,Astrakhan,gasoline,automatic,FWD,225000,98,1.5,21,225000
303,Hyundai,Solaris    ,KR,Astrakhan,gasoline,manual,FWD,128000,123,1.6,9,1130000
304,Opel,Corsa    ,DE,Astrakhan,gasoline,manual,FWD,164000,80,1.2,17,580000
305,Kia,Cerato    ,KR,Astrakhan,gasoline,automatic,FWD,37000,150,2,5,1980000
306,Kia,Rio    ,KR,Astrakhan,gasoline,manual,FWD,75000,97,1.4,18,510000
307,Lifan,X50    ,CN,Astrakhan,gasoline,manual,FWD,94000,103,1.5,8,600000
308,Nissan,Juke    ,JP,Astrakhan,gasoline,CVT,FWD,98003,117,1.6,12,1090000
309,Renault,Clio    ,FR,Astrakhan,diesel,robot,FWD,40391,90,1.5,5,1529900
310,Honda,Stepwgn    ,JP,Astrakhan,gasoline,CVT,FWD,92500,150,1.5,5,2350000
311,Renault,Megane    ,FR,Astrakhan,gasoline,automatic,FWD,212000,113,1.6,18,450000
312,Toyota,Tank    ,JP,Astrakhan,gasoline,CVT,FWD,50000,69,1,5,1200000
313,BMW,3-Series    ,DE,Astrakhan,diesel,automatic,RWD,140000,190,2,6,3850000
314,Toyota,RAV4    ,JP,Astrakhan,gasoline,CVT,4WD,208000,158,2,13,1699000
315,Nissan,Teana    ,JP,Astrakhan,gasoline,CVT,FWD,192000,182,2.5,14,998000
316,Lexus,GS350    ,JP,Astrakhan,gasoline,automatic,RWD,89000,311,3.5,6,4250000
317,Hyundai,Accent    ,KR,Astrakhan,gasoline,manual,FWD,273126,102,1.5,18,400000
318,GAZ,31029 Volga   ,RUS,Nizhny Novgorod,gasoline,manual,RWD,120000,90,2.4,30,63000
319,GAZ,31029 Volga   ,RUS,Tomsk,gasoline,manual,RWD,65000,100,2.4,28,200000
320,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,120689,123,1.6,8,1200000
321,Mitsubishi,Dion    ,JP,Astrakhan,gasoline,CVT,4WD,270000,135,2,22,540000
322,Ford,Focus    ,USA,Astrakhan,gasoline,manual,FWD,199999,125,1.8,17,559000
323,BMW,X7    ,DE,Astrakhan,diesel,automatic,4WD,87000,249,3,5,8500000
324,Chevrolet,Cruze    ,USA,Astrakhan,gasoline,automatic,FWD,121000,141,1.8,13,865000
325,Volkswagen,Polo    ,DE,Astrakhan,gasoline,automatic,FWD,250000,110,1.6,8,980000
326,Toyota,Camry    ,JP,Astrakhan,gasoline,CVT,FWD,100,174,2,1,4000000
327,Nissan,Teana    ,JP,Astrakhan,gasoline,CVT,4WD,190000,167,2.5,14,1450000
328,GAZ,31029 Volga   ,RUS,Tomsk,gasoline,manual,RWD,100000,90,2.4,28,60000
329,GAZ,31029 Volga   ,RUS,Khabarovsk,gasoline,manual,RWD,20000,90,2.4,31,250000
330,Ford,Focus    ,USA,Astrakhan,gasoline,manual,FWD,260000,125,1.8,17,590000
331,Mitsubishi,Mirage    ,JP,Astrakhan,gasoline,automatic,FWD,298000,88,1.3,27,450000
332,Hyundai,Veloster    ,KR,Astrakhan,gasoline,manual,FWD,78000,132,1.6,12,950000
333,Lexus,ES250    ,JP,Astrakhan,gasoline,automatic,FWD,73964,200,2.5,5,4120000
334,Chevrolet,Aveo    ,USA,Astrakhan,gasoline,automatic,FWD,130000,115,1.6,12,760000
335,Toyota,Mark II   ,JP,Astrakhan,gasoline,automatic,RWD,387102,160,2,22,750000
336,Kia,Rio    ,KR,Astrakhan,gasoline,automatic,FWD,160000,123,1.6,7,1100000
337,GAZ,31029 Volga   ,RUS,Chita,gasoline,manual,RWD,100000,100,2.4,27,40000
338,Mercedes-Benz,E-Class    ,DE,Astrakhan,diesel,automatic,RWD,262000,136,2.1,17,995000
339,Chevrolet,Aveo    ,USA,Astrakhan,gasoline,manual,FWD,184000,115,1.6,11,685000
340,Mercedes-Benz,A-Class    ,DE,Astrakhan,gasoline,robot,FWD,137000,156,1.6,11,1350000
341,GAZ,31029 Volga   ,RUS,Yakutsk,gasoline,manual,RWD,13568,100,2.4,30,125000
342,Mitsubishi,Grandis    ,JP,Astrakhan,gasoline,automatic,FWD,326000,165,2.4,21,810000
343,Nissan,March    ,JP,Astrakhan,gasoline,automatic,FWD,99000,90,1.2,22,499000
344,Hyundai,Sonata    ,KR,Astrakhan,gasoline,automatic,FWD,186714,152,2,14,950000
345,Kia,Rio    ,KR,Astrakhan,gasoline,manual,FWD,146313,123,1.6,9,950000
346,GAZ,31029 Volga   ,RUS,Yakutsk,gasoline,manual,RWD,70000,90,2.4,32,70000
347,Toyota,Corolla    ,JP,Astrakhan,gasoline,manual,FWD,270000,124,1.6,18,835000
348,Chevrolet,Niva    ,USA,Astrakhan,gasoline,manual,4WD,159189,80,1.7,18,500000
349,Hyundai,Santa Fe Classic  ,KR,Astrakhan,diesel,manual,4WD,199000,112,2,19,800000
350,Toyota,Corolla    ,JP,Astrakhan,diesel,automatic,FWD,300000,79,2.2,23,360000
351,Volkswagen,Tiguan    ,DE,Astrakhan,gasoline,robot,FWD,130000,150,1.4,10,1500000
352,GAZ,31029 Volga   ,RUS,Yakutsk,gasoline,manual,RWD,59639,90,2.4,30,70000
353,GAZ,3110 Volga   ,RUS,Astrakhan,gasoline,manual,RWD,81211,90,2.4,26,180000
354,GAZ,3110 Volga   ,RUS,Astrakhan,gasoline,manual,RWD,250000,130,2.3,21,150000
355,Kia,Ceed    ,KR,Astrakhan,gasoline,automatic,FWD,133264,128,1.6,5,1541900
356,GAZ,3110 Volga   ,RUS,Yekaterinburg,gasoline,manual,RWD,185000,81,2.4,21,147000
357,Mercedes-Benz,E-Class    ,DE,Astrakhan,gasoline,automatic,RWD,180000,184,2,9,2499000
358,Mercedes-Benz,M-Class    ,DE,Astrakhan,gasoline,automatic,4WD,163000,510,6.2,14,2450000
359,Mazda,Mazda5    ,JP,Astrakhan,gasoline,manual,FWD,307584,116,1.8,17,840000
360,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,109000,148,2,10,1870000
361,Toyota,Vitz    ,JP,Astrakhan,gasoline,CVT,FWD,78000,69,1,9,1300000
362,Honda,CR-V    ,JP,Astrakhan,gasoline,automatic,4WD,215000,150,2,12,1710000
363,Dodge,Intrepid    ,USA,Astrakhan,gasoline,automatic,FWD,240000,200,2.7,23,350000
364,BMW,3-Series Gran Turismo  ,DE,Astrakhan,diesel,automatic,4WD,53000,184,2,6,3390000
365,Chevrolet,Cruze    ,USA,Astrakhan,gasoline,manual,FWD,147800,109,1.6,12,810000
366,Geely,Monjaro    ,CN,Astrakhan,gasoline,automatic,4WD,400,238,2,1,3700000
367,Peugeot,408,FR,Astrakhan,gasoline,automatic,FWD,134000,150,1.6,8,1100000
368,Nissan,Qashqai    ,JP,Astrakhan,gasoline,CVT,FWD,146000,117,1.6,12,1290000
369,GAZ,3110 Volga   ,RUS,Krasnoyarsk,gasoline,manual,RWD,150000,100,2.4,26,70000
370,Toyota,RAV4    ,JP,Astrakhan,diesel,automatic,4WD,207000,150,2.2,10,2040000
371,Nissan,Primera    ,JP,Astrakhan,gasoline,automatic,FWD,208000,116,1.8,19,600000
372,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,160000,123,1.6,12,900000
373,Geely,Emgrand    ,CN,Astrakhan,gasoline,automatic,FWD,48810,140,2,5,1931000
374,Chevrolet,Aveo    ,USA,Astrakhan,gasoline,manual,FWD,57620,116,1.6,11,939000
375,Kia,Rio    ,KR,Astrakhan,gasoline,manual,FWD,103200,107,1.4,8,1125000
376,GAZ,3110 Volga   ,RUS,Nizhny Novgorod,gasoline,manual,RWD,137000,100,2.4,27,300000
377,Hummer,H2    ,USA,Astrakhan,gasoline,automatic,4WD,212000,325,6,18,2179999
378,Toyota,Prius    ,JP,Astrakhan,hybrid,automatic,FWD,167000,99,1.8,12,1290000
379,Peugeot,3008,FR,Astrakhan,gasoline,automatic,FWD,110589,150,1.6,12,835000
380,Toyota,Corolla Fielder   ,JP,Astrakhan,hybrid,CVT,FWD,109000,74,1.5,7,1500000
381,Kia,Spectra    ,KR,Astrakhan,gasoline,automatic,FWD,159720,101,1.6,17,569990
382,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,145000,148,2,10,1780000
383,Opel,Insignia    ,DE,Astrakhan,gasoline,automatic,FWD,253000,220,2,15,899000
384,Nissan,Elgrand    ,JP,Astrakhan,gasoline,automatic,4WD,204000,240,3.5,21,1090000
385,Hyundai,Starex    ,KR,Astrakhan,diesel,automatic,RWD,374000,145,2.5,20,680000
386,Dodge,Caliber    ,USA,Astrakhan,gasoline,CVT,FWD,142000,156,2,16,650000
387,BMW,3-Series    ,DE,Astrakhan,gasoline,automatic,4WD,155000,184,2,12,2000000
388,Opel,Astra    ,DE,Astrakhan,gasoline,robot,FWD,149000,115,1.6,14,670000
389,Kia,Rio    ,KR,Astrakhan,gasoline,automatic,FWD,93500,123,1.6,5,1680000
390,Renault,Megane    ,FR,Astrakhan,gasoline,manual,FWD,265000,110,1.6,19,370000
391,Hyundai,Sonata    ,KR,Astrakhan,gasoline,manual,FWD,310000,131,2,20,495000
392,Mitsubishi,Chariot Grandis   ,JP,Astrakhan,gasoline,automatic,4WD,250000,165,2.4,25,335000
393,Volkswagen,Polo    ,DE,Astrakhan,gasoline,automatic,FWD,157179,105,1.6,12,883900
394,Kia,Ceed    ,KR,Astrakhan,gasoline,automatic,FWD,63349,128,1.6,6,1849900
395,Kia,Rio    ,KR,Astrakhan,gasoline,automatic,FWD,226000,123,1.6,10,995000
396,Haval,F7    ,CN,Astrakhan,gasoline,robot,4WD,25664,190,2,3,2363900
397,Toyota,Mark X   ,JP,Astrakhan,gasoline,automatic,RWD,164000,215,2.5,18,599999
398,Chevrolet,Spark    ,USA,Astrakhan,gasoline,manual,FWD,81700,67,1,12,695000
399,Hyundai,Sonata    ,KR,Astrakhan,gasoline,automatic,FWD,199122,150,2,13,1260000
400,BMW,X6    ,DE,Astrakhan,diesel,automatic,4WD,210000,245,3,10,2650000
401,Lifan,Breez    ,CN,Astrakhan,gasoline,manual,FWD,162000,89,1.3,16,225000
402,Volkswagen,Jetta    ,DE,Astrakhan,gasoline,robot,FWD,255000,122,1.4,13,810000
403,Renault,Logan    ,FR,Astrakhan,gasoline,manual,FWD,95000,82,1.6,4,945000
404,Nissan,Teana    ,JP,Astrakhan,gasoline,CVT,FWD,234364,182,2.5,16,830000
405,Hyundai,Tucson    ,KR,Astrakhan,diesel,automatic,4WD,23000,186,2,3,3500000
406,Lifan,Breez    ,CN,Astrakhan,gasoline,manual,FWD,157000,89,1.3,14,160000
407,Nissan,Note    ,JP,Astrakhan,hybrid,automatic,FWD,97500,79,1.2,7,1420000
408,GAZ,3110 Volga   ,RUS,Surgut,gasoline,manual,RWD,112000,100,2.4,24,75000
409,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,109380,123,1.6,11,1130000
410,Nissan,Tiida    ,JP,Astrakhan,gasoline,automatic,FWD,115692,110,1.6,16,969000
411,Renault,Logan Stepway   ,FR,Astrakhan,gasoline,manual,FWD,131547,82,1.6,5,1080000
412,GAZ,3110 Volga   ,RUS,Tomsk,gasoline,manual,RWD,299000,90,2.4,24,95000
413,Opel,Vectra    ,DE,Astrakhan,gasoline,automatic,FWD,185000,155,2.2,16,950000
414,Kia,Picanto    ,KR,Astrakhan,gasoline,manual,FWD,131000,69,1,13,655000
415,Hyundai,Tucson    ,KR,Astrakhan,diesel,automatic,4WD,4500,186,2,2,4300000
416,Toyota,Corolla    ,JP,Astrakhan,gasoline,automatic,FWD,200000,124,1.6,12,1180000
417,Mazda,Mazda6    ,JP,Astrakhan,gasoline,manual,FWD,233000,120,1.8,16,880000
418,Li,L9    ,CN,Astrakhan,hybrid,automatic,4WD,50,154,1.5,1,7300000
419,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,213620,107,1.4,13,870000
420,Lexus,LX570    ,JP,Astrakhan,gasoline,automatic,4WD,313000,367,5.7,13,3800000
421,Haval,F7    ,CN,Astrakhan,gasoline,robot,4WD,35000,190,2,2,2930000
422,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,103199,123,1.6,5,1675000
423,Kia,Optima    ,KR,Astrakhan,gasoline,automatic,FWD,110000,188,2.4,6,2250000
424,Ford,Kuga    ,USA,Astrakhan,gasoline,automatic,4WD,205000,200,2.5,14,1300000
425,Lexus,RX300    ,JP,Astrakhan,gasoline,automatic,FWD,60141,238,2,4,5199000
426,GAZ,3110 Volga   ,RUS,Tomsk,gasoline,manual,RWD,257000,80,2.4,21,155000
427,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,81000,123,1.6,6,1650000
428,Kia,Magentis    ,KR,Astrakhan,gasoline,automatic,FWD,270000,145,2,17,565000
429,Hyundai,Creta    ,KR,Astrakhan,gasoline,automatic,FWD,40235,123,1.6,4,1990000
430,Mazda,Mazda3    ,JP,Astrakhan,gasoline,manual,FWD,321144,105,1.6,18,479000
431,Volkswagen,Polo    ,DE,Astrakhan,gasoline,manual,FWD,102000,90,1.6,4,1420000
432,Peugeot,206,FR,Astrakhan,gasoline,manual,FWD,200000,60,1.1,23,180000
433,GAZ,3110 Volga   ,RUS,Tomsk,gasoline,manual,RWD,170345,100,2.4,24,80000
434,Hyundai,i30    ,KR,Astrakhan,gasoline,automatic,FWD,120000,130,1.6,10,1250000
435,Geely,Coolray    ,CN,Astrakhan,gasoline,robot,FWD,31063,150,1.5,4,1852900
436,Toyota,Vitz    ,JP,Astrakhan,gasoline,CVT,FWD,78000,69,1,6,1300000
437,BMW,5-Series    ,DE,Astrakhan,gasoline,manual,RWD,300000,125,2,40,250000
438,Kia,Carnival    ,KR,Astrakhan,diesel,automatic,FWD,67000,202,2.2,6,3720000
439,Renault,Koleos    ,FR,Astrakhan,gasoline,CVT,4WD,68614,144,2,5,3100000
440,SsangYong,Torres    ,KR ,Astrakhan,gasoline,automatic,4WD,26100,170,1.5,2,4120000
441,Jeep,Wrangler    ,USA,Astrakhan,gasoline,automatic,4WD,30000,272,2,5,7500000
442,Jeep,Wrangler    ,USA,Astrakhan,gasoline,automatic,4WD,24000,272,2,5,6900000
443,Hyundai,Santa Fe   ,KR,Astrakhan,diesel,automatic,FWD,57198,186,2,5,3380000
444,Kia,Sorento    ,KR,Astrakhan,diesel,automatic,4WD,71360,186,2,6,3230000
445,Kia,Sportage    ,KR,Astrakhan,diesel,automatic,FWD,76259,186,2,5,2680000
446,Kia,Morning    ,KR,Astrakhan,gasoline,automatic,FWD,30381,100,1,6,1380000
447,Toyota,Probox    ,JP,Astrakhan,gasoline,CVT,FWD,107990,95,1.3,5,1430000
448,Kia,Seltos    ,KR,Astrakhan,gasoline,robot,FWD,78928,177,1.6,3,2430000
449,Mazda,CX-5    ,JP,Astrakhan,gasoline,automatic,4WD,88439,194,2.5,6,3080000
450,Toyota,Tank    ,JP,Astrakhan,gasoline,CVT,FWD,86000,69,1,7,1380000
451,Daihatsu,Boon    ,JP,Astrakhan,gasoline,CVT,FWD,49360,69,1,5,1230000
452,Infiniti,FX30d    ,JP,Astrakhan,diesel,automatic,4WD,136748,238,3,12,2530000
453,Ford,Escape    ,USA,Astrakhan,gasoline,automatic,4WD,136279,178,1.6,11,1590000
454,Toyota,Roomy    ,JP,Astrakhan,gasoline,CVT,FWD,90470,69,1,8,1410000
455,Nissan,Serena    ,JP,Astrakhan,hybrid,CVT,FWD,95560,150,2,8,2500000
456,Kia,Ceed    ,KR,Astrakhan,gasoline,automatic,FWD,76222,128,1.6,6,1970000
457,Mercedes-Benz,M-Class    ,DE,Astrakhan,gasoline,automatic,4WD,177000,306,3.5,12,2990000
458,Mercedes-Benz,GLE    ,DE,Astrakhan,diesel,automatic,4WD,89785,249,3,7,5960000
459,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,162302,123,1.6,10,1249990
460,Hyundai,Creta    ,KR,Astrakhan,gasoline,automatic,FWD,109023,123,1.6,4,1999990
461,Mitsubishi,Lancer    ,JP,Astrakhan,gasoline,automatic,FWD,217000,109,1.5,16,785000
462,Toyota,Passo    ,JP,Astrakhan,gasoline,CVT,FWD,18600,69,1,5,1400000
463,Kia,Sorento    ,KR,Astrakhan,gasoline,automatic,4WD,78856,175,2.4,7,2600000
464,Toyota,Noah    ,JP,Astrakhan,gasoline,CVT,FWD,123000,152,2,8,2150000
465,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,217000,181,2.5,11,1990000
466,Hyundai,Sonata    ,KR,Astrakhan,gasoline,automatic,FWD,68000,245,2,9,1790000
467,GAZ,3110 Volga   ,RUS,Tomsk,gasoline,manual,RWD,160073,100,2.4,26,75000
468,Kia,Spectra    ,KR,Astrakhan,gasoline,manual,FWD,215000,138,2,17,545000
469,Kia,Spectra    ,KR,Astrakhan,gasoline,manual,FWD,215000,101,1.6,16,495000
470,Chrysler,Town and Country  ,USA,Astrakhan,gasoline,automatic,FWD,225000,215,3.8,21,895000
471,Skoda,Octavia    ,CZ,Astrakhan,gasoline,manual,FWD,165000,110,1.6,10,1185000
472,Haval,F7    ,CN,Astrakhan,gasoline,robot,4WD,1263,150,1.5,1,2999999
473,Lexus,RX350    ,JP,Astrakhan,gasoline,automatic,4WD,279840,276,3.5,18,1400000
474,Lexus,ES250    ,JP,Astrakhan,gasoline,automatic,FWD,66602,200,2.5,4,4190000
475,Mitsubishi,Outlander    ,JP,Astrakhan,gasoline,CVT,4WD,73000,146,2,8,1950000
476,GAZ,3110 Volga   ,RUS,Ufa,gasoline,manual,RWD,107700,100,2.4,26,80000
477,GAZ,3110 Volga   ,RUS,Ufa,gasoline,manual,RWD,124000,130,2.3,22,175000
478,Kia,Rio    ,KR,Astrakhan,gasoline,automatic,FWD,97224,123,1.6,6,1550000
479,Hyundai,Creta    ,KR,Astrakhan,gasoline,automatic,FWD,101211,123,1.6,7,1735000
480,Chevrolet,Cruze    ,USA,Astrakhan,gasoline,manual,FWD,293295,109,1.6,12,750000
481,Chery,Tiggo 5   ,CN,Astrakhan,gasoline,CVT,FWD,111111,136,2,7,1295000
482,Mercedes-Benz,C-Class    ,DE,Astrakhan,gasoline,automatic,RWD,178000,156,1.6,12,1750000
483,BMW,5-Series    ,DE,Astrakhan,diesel,automatic,4WD,92000,190,2,7,3950000
484,Honda,Accord    ,JP,Astrakhan,gasoline,automatic,FWD,274577,190,2.4,17,1100000
485,Hyundai,ix35    ,KR,Astrakhan,gasoline,automatic,FWD,120000,150,2,10,1550000
486,GAZ,3110 Volga   ,RUS,Khabarovsk,gasoline,manual,RWD,257000,130,2.3,23,100000
487,Great,Wall Hover H3  ,CN,Astrakhan,gasoline,manual,4WD,97869,122,2,14,750000
488,Kia,Soul    ,KR,Astrakhan,gasoline,automatic,FWD,178000,124,1.6,10,1499000
489,GAZ,3110 Volga   ,RUS,Chelyabinsk,gasoline,manual,RWD,43551,100,2.4,26,999000
490,Land Rover,Rover Discovery   ,UK,Astrakhan,diesel,automatic,4WD,231000,245,3,12,1790000
491,Toyota,Corolla    ,JP,Astrakhan,gasoline,automatic,FWD,140000,124,1.6,11,1320000
492,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,191000,181,2.5,10,2350000
493,Kia,Sorento    ,KR,Astrakhan,gasoline,automatic,FWD,199104,175,2.4,4,2390000
494,Kia,Rio X (X-Line)  ,KR,Astrakhan,gasoline,automatic,FWD,15800,123,1.6,2,2150000
495,Rover,400,UK,Astrakhan,gasoline,manual,FWD,300000,134,2,26,150000
496,Mazda,323,JP,Astrakhan,gasoline,manual,FWD,343900,95,1.6,21,265000
497,Haval,Jolion    ,CN,Astrakhan,gasoline,robot,FWD,7201,143,1.5,2,2190000
498,Kia,Rio    ,KR,Astrakhan,gasoline,automatic,FWD,57033,123,1.6,6,1585900
499,Hyundai,Accent    ,KR,Astrakhan,gasoline,manual,FWD,210000,103,1.6,19,320000
500,Hyundai,Tucson    ,KR,Astrakhan,gasoline,automatic,FWD,40000,150,2,4,2800000
501,Kia,Soul    ,KR,Astrakhan,gasoline,automatic,FWD,103000,124,1.6,8,1740000
502,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,63,206,2.5,1,4250000
503,Chevrolet,Spark    ,USA,Astrakhan,gasoline,manual,FWD,139000,51,0.8,17,330000
504,Ravon,R4    ,UZ,Astrakhan,gasoline,manual,FWD,130000,106,1.5,7,850000
505,GAZ,3110 Volga   ,RUS,Chita,gasoline,manual,RWD,52799,100,2.4,22,130000
506,Toyota,Prius    ,JP,Astrakhan,hybrid,CVT,FWD,148000,98,1.8,8,1950000
507,Hyundai,Solaris    ,KR,Astrakhan,gasoline,automatic,FWD,87196,123,1.6,6,1670000
508,Toyota,Land Cruiser Prado  ,JP,Astrakhan,gasoline,automatic,4WD,217852,249,4,20,1650000
509,Toyota,Corolla    ,JP,Astrakhan,gasoline,CVT,FWD,11268,122,1.6,3,2260000
510,Nissan,Juke    ,JP,Astrakhan,gasoline,CVT,FWD,137414,117,1.6,12,1230000
511,Renault,Sandero Stepway   ,FR,Astrakhan,gasoline,automatic,FWD,168474,103,1.6,13,875000
512,Lifan,Smily    ,CN,Astrakhan,gasoline,manual,FWD,134530,89,1.3,13,365000
513,Mitsubishi,ASX    ,JP,Astrakhan,gasoline,CVT,FWD,159251,140,1.8,10,1400000
514,Nissan,Qashqai    ,JP,Astrakhan,gasoline,CVT,FWD,207333,141,2,14,995000
515,Mazda,Mazda6    ,JP,Astrakhan,gasoline,manual,FWD,146667,120,1.8,13,830000
516,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,198745,181,2.5,9,1920000
517,SsangYong,Actyon    ,KR ,Astrakhan,diesel,automatic,FWD,187852,149,2,13,850000
518,GAZ,3110 Volga   ,RUS,Chita,gasoline,manual,RWD,100000,145,2.3,26,55000
519,Infiniti,FX35    ,JP,Astrakhan,gasoline,automatic,RWD,250000,280,3.5,20,955000
520,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,77000,181,2.5,5,3200000
521,GAZ,3110 Volga   ,RUS,Chita,gasoline,manual,RWD,235000,130,2.3,23,120000
522,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,34341,200,2.5,3,3360000
523,GAZ,3110 Volga   ,RUS,Chita,gasoline,manual,RWD,250,100,2.4,24,215000
524,GAZ,31105 Volga   ,RUS,Barnaul,gasoline,manual,RWD,450000,137,2.4,17,250000
525,Ford,Focus    ,USA,Astrakhan,gasoline,manual,FWD,223000,100,1.6,18,510000
526,Mercedes-Benz,GL-Class    ,DE,Astrakhan,gasoline,automatic,4WD,182000,333,3,10,3100000
527,Chevrolet,Niva    ,USA,Astrakhan,gasoline,manual,4WD,272000,80,1.7,11,630000
528,Hyundai,Solaris    ,KR,Astrakhan,gasoline,manual,FWD,200085,123,1.6,10,799000
529,Hyundai,Santa Fe   ,KR,Astrakhan,diesel,automatic,4WD,67904,200,2.2,6,4780000
530,Mazda,CX-7    ,JP,Astrakhan,gasoline,automatic,4WD,175086,238,2.3,13,1051900
531,Skoda,Octavia    ,CZ,Astrakhan,gasoline,robot,FWD,109000,180,1.8,5,2350000
532,Hyundai,Solaris    ,KR,Astrakhan,gasoline,manual,FWD,64125,123,1.6,5,1539000
533,Skoda,Octavia    ,CZ,Astrakhan,gasoline,automatic,FWD,126332,110,1.6,7,1560000
534,Volkswagen,Polo    ,DE,Astrakhan,gasoline,manual,FWD,136000,105,1.6,11,790000
535,Toyota,Camry    ,JP,Astrakhan,gasoline,automatic,FWD,3078,202,2.5,2,3899000
536,Nissan,Qashqai    ,JP,Astrakhan,gasoline,CVT,FWD,128132,144,2,10,1435900
537,Ford,Focus    ,USA,Astrakhan,gasoline,robot,FWD,169258,125,1.6,13,800000
538,Nissan,X-Trail    ,JP,Astrakhan,gasoline,CVT,4WD,209532,169,2.5,13,1270000
539,Mazda,CX-5    ,JP,Astrakhan,diesel,automatic,4WD,92561,150,2.2,9,1795000
540,Mazda,CX-7    ,JP,Astrakhan,gasoline,automatic,FWD,151500,238,2.3,17,830000
541,Renault,Kaptur    ,FR,Astrakhan,gasoline,CVT,FWD,72461,114,1.6,7,1625000
542,GAZ,31105 Volga   ,RUS,Barnaul,gasoline,manual,RWD,170060,131,2.3,20,90000
543,Toyota,RAV4    ,JP,Astrakhan,gasoline,automatic,4WD,58112,205,2.5,4,4000000
544,Renault,Logan Stepway   ,FR,Astrakhan,gasoline,manual,FWD,106041,82,1.6,5,1120000
545,Hyundai,Getz    ,KR,Astrakhan,gasoline,automatic,FWD,211979,97,1.4,17,670000
546,Mazda,Mazda3    ,JP,Astrakhan,gasoline,automatic,FWD,191840,105,1.6,14,930000
